区,朝向,配备电梯,所在楼层,链家编号,房屋户型,房屋价格（单位：万元）,装修类型,建筑面积,建筑时间
郫都,西南,有,高楼层 (共18层),106105170642,2室1厅,65,精装,59.73㎡,2011年建
温江,东北,有,中楼层 (共34层),106103660079,3室2厅,80,毛坯,86.1㎡,2015年建
锦江,东,有,中楼层 (共51层),106102182788,1室1厅,255,精装,90㎡,2012年建
龙泉驿,南,有,高楼层 (共34层),106103657405,3室1厅,130,精装,88.05㎡,2015年建
天府新区,东,有,高楼层 (共31层),106102136753,3室2厅,143,毛坯,76.1㎡,未知年建
青羊,北,有,高楼层 (共12层),106105166277,1室1厅,98,简装,48.42㎡,2002年建
锦江,东南,有,高楼层 (共24层),106103654712,3室1厅,225,简装,134.68㎡,2006年建
郫都,西南,有,中楼层 (共33层),106101433033,3室2厅,127,毛坯,104.21㎡,2013年建
郫都,东南,有,高楼层 (共18层),106105165854,2室1厅,104,简装,88.78㎡,2011年建
双流,南,有,高楼层 (共6层),106103652688,3室2厅,128,精装,123.82㎡,2008年建
天府新区,南,有,中楼层 (共26层),106102655410,2室2厅,163,精装,99.27㎡,2011年建
天府新区,北,有,中楼层 (共11层),106103650903,4室1厅,199,精装,142.82㎡,2008年建
锦江,东北,有,低楼层 (共34层),106102275360,2室2厅,81,精装,52.48㎡,2010年建
锦江,东,有,低楼层 (共34层),106101779908,2室1厅,88,简装,59㎡,2011年建
郫都,东南,无,高楼层 (共6层),106103649859,3室2厅,116,精装,108.78㎡,2007年建
成华,西,有,低楼层 (共29层),106103648753,2室2厅,91,简装,80.4㎡,2010年建
锦江,南 北,有,高楼层 (共9层),106102134504,3室2厅,278,精装,121.9㎡,2000年建
龙泉驿,北 东北,有,中楼层 (共32层),106103643472,3室2厅,126,精装,92.1㎡,2017年建
天府新区,东南,有,中楼层 (共33层),106105131607,4室2厅,275,毛坯,139.63㎡,2018年建
高新,南,无,中楼层 (共6层),106103624662,2室1厅,68,简装,60.7㎡,2000年建
金牛,东南,无,中楼层 (共7层),106105127531,2室1厅,58.3,简装,44.73㎡,1999年建
郫都,东南,有,高楼层 (共33层),106103623391,3室2厅,100,毛坯,110.56㎡,2014年建
高新,南 西,有,中楼层 (共18层),106105117936,3室2厅,295,毛坯,111.77㎡,2018年建
温江,东南 南,有,高楼层 (共25层),106103614566,3室2厅,74.9,简装,84㎡,2015年建
金牛,西北,有,高楼层 (共27层),106105115710,4室2厅,238,毛坯,128.21㎡,2018年建
成华,东 东北,有,高楼层 (共15层),106103609483,3室2厅,147,简装,86.56㎡,2010年建
金牛,南,有,中楼层 (共29层),106105115680,3室2厅,139,毛坯,97.5㎡,未知年建
郫都,东南,无,低楼层 (共6层),106103582264,2室1厅,82.7,简装,90.71㎡,2005年建
青白江,西南 西,有,高楼层 (共17层),106105104769,3室2厅,75,毛坯,135.73㎡,2008年建
郫都,南,有,高楼层 (共25层),106103580654,3室2厅,128,精装,119.78㎡,2009年建
成华,西,有,低楼层 (共26层),106105099350,3室1厅,158.8,毛坯,83.53㎡,未知年建
温江,南 北,有,低楼层 (共25层),106103562417,3室2厅,135,毛坯,151.24㎡,2009年建
青羊,东南,有,中楼层 (共18层),106105096645,3室1厅,166,简装,90.95㎡,2009年建
成华,东南,有,高楼层 (共24层),106103555241,3室2厅,115,精装,72.12㎡,2010年建
天府新区,西南,有,高楼层 (共32层),106103965147,4室2厅,196,精装,96.63㎡,未知年建
温江,南,无,低楼层 (共6层),106105093708,3室1厅,148,精装,117.7㎡,2012年建
双流,南,有,高楼层 (共34层),106103542929,3室1厅,149,精装,74.09㎡,2017年建
高新西,东南,有,高楼层 (共24层),106103962057,3室2厅,88,简装,89㎡,2008年建
天府新区南区,南,有,高楼层 (共32层),106105091355,3室2厅,85,精装,108.09㎡,2012年建
天府新区,西南,有,中楼层 (共26层),106103541298,3室1厅,170,精装,109.39㎡,2007年建
成华,南 北,有,中楼层 (共34层),106103959005,3室2厅,203,精装,86.33㎡,2011年建
成华,南,有,中楼层 (共26层),106103531847,2室1厅,105,毛坯,71.31㎡,未知年建
双流,东 西,有,低楼层 (共32层),106103500023,3室2厅,141,毛坯,85.31㎡,2016年建
成华,西,有,低楼层 (共30层),106103957684,1室1厅,96,精装,63.02㎡,2014年建
郫都,东南,有,低楼层 (共25层),106103487416,3室2厅,114,精装,73.49㎡,2014年建
青羊,西北,有,低楼层 (共19层),106103921787,3室2厅,290,精装,142.51㎡,2002年建
郫都,东南,有,中楼层 (共26层),106103461821,3室2厅,104.7,毛坯,88.33㎡,2013年建
成华,东,有,高楼层 (共28层),106103911752,3室2厅,179.8,简装,109.82㎡,2009年建
天府新区,西北,有,中楼层 (共31层),106103434272,4室2厅,397.5,毛坯,206㎡,2015年建
武侯,南 北,有,高楼层 (共32层),106103909614,2室2厅,168,精装,81.3㎡,2013年建
金牛,西北,有,高楼层 (共27层),106103434070,3室2厅,151,简装,99.42㎡,2008年建
武侯,东南,有,低楼层 (共9层),106103900222,3室2厅,144.5,精装,89.93㎡,2015年建
龙泉驿,东南,有,高楼层 (共18层),106103422371,4室2厅,147,精装,106㎡,2012年建
温江,南,有,高楼层 (共6层),106103418073,3室1厅,152,精装,132.46㎡,2007年建
青羊,南 北,有,高楼层 (共20层),106103888618,3室2厅,198,毛坯,88.22㎡,2015年建
温江,东,有,低楼层 (共33层),106103395530,3室2厅,84,简装,89㎡,2010年建
金牛,西南,有,低楼层 (共18层),106103887759,3室1厅,110,简装,89.84㎡,2009年建
金牛,东北,无,高楼层 (共6层),106103387676,3室2厅,138,精装,109.22㎡,2002年建
温江,南,有,中楼层 (共34层),106103886378,4室2厅,107,精装,109.18㎡,2015年建
双流,南,无,低楼层 (共5层),106103382872,4室2厅,72.8,简装,104.33㎡,1995年建
双流,东 西,有,高楼层 (共24层),106103886303,3室1厅,128,简装,107.17㎡,2012年建
郫都,西北,有,高楼层 (共25层),106104166491,4室2厅,125,毛坯,135.14㎡,2013年建
温江,东南,有,低楼层 (共18层),106103881471,3室2厅,97,简装,86.82㎡,2012年建
金牛,东,有,中楼层 (共11层),106103373835,3室1厅,120,简装,95.32㎡,2006年建
温江,东南,有,中楼层 (共33层),106104164939,3室1厅,102,精装,88.7㎡,2015年建
天府新区,西北,有,高楼层 (共32层),106103870946,3室2厅,167,精装,89.18㎡,2010年建
成华,西,有,高楼层 (共26层),106104158701,3室1厅,142,精装,74.57㎡,2015年建
高新西,东南,有,中楼层 (共27层),106103869323,2室2厅,81.5,毛坯,74.89㎡,2013年建
郫都,东南,有,中楼层 (共29层),106103865398,4室2厅,167.9,精装,131.7㎡,2013年建
龙泉驿,南,无,高楼层 (共6层),106104141950,4室2厅,140,毛坯,160.84㎡,2006年建
温江,西,有,高楼层 (共15层),106103859277,3室2厅,80,简装,87.19㎡,2009年建
天府新区,西南,无,中楼层 (共6层),106104141802,3室1厅,142.7,简装,127.96㎡,2004年建
高新,东南,有,中楼层 (共11层),106103834176,1室1厅,70,简装,49.3㎡,2004年建
青羊,西南,有,低楼层 (共31层),106104124818,3室1厅,238,简装,89.13㎡,2010年建
温江,西南,有,低楼层 (共26层),106103832347,3室2厅,138,毛坯,115.61㎡,2016年建
温江,南 北,有,中楼层 (共9层),106104121570,4室2厅,198,精装,144.84㎡,2012年建
高新西,南,有,低楼层 (共9层),106103794392,3室2厅,235,精装,140.03㎡,2006年建
龙泉驿,南 北,有,中楼层 (共34层),106104120930,3室1厅,138,简装,112.54㎡,2009年建
青羊,东,无,中楼层 (共5层),106103762570,3室2厅,258.06,简装,120.03㎡,2000年建
温江,西南,无,低楼层 (共6层),106104106453,4室2厅,220,精装,184.37㎡,2011年建
青羊,南,无,中楼层 (共5层),106103762564,3室2厅,255,简装,120.03㎡,2000年建
龙泉驿,南 北,无,高楼层 (共6层),106104076619,3室2厅,85,精装,120.38㎡,2003年建
武侯,南,无,中楼层 (共7层),106103760656,2室1厅,90,精装,75.01㎡,1998年建
成华,东,有,高楼层 (共16层),106104305439,3室1厅,198,精装,105.46㎡,2013年建
龙泉驿,东南,有,高楼层 (共33层),106104075633,4室2厅,108,毛坯,110.41㎡,2017年建
武侯,南,有,中楼层 (共14层),106103759987,3室2厅,172,毛坯,93.22㎡,2009年建
高新,南,无,中楼层 (共7层),106104303817,3室2厅,163.5,精装,107.27㎡,2000年建
锦江,东南,有,中楼层 (共18层),106104066027,3室1厅,210,精装,123.25㎡,2008年建
青羊,南,有,高楼层 (共20层),106104303750,3室2厅,243.8,简装,112.29㎡,2008年建
成华,南 北,有,低楼层 (共26层),106103743579,2室1厅,106,精装,84.99㎡,未知年建
郫都,东南,有,中楼层 (共23层),106104295557,3室2厅,124,精装,78.57㎡,2013年建
武侯,西北,有,高楼层 (共12层),106104061870,3室1厅,310,精装,116.8㎡,2014年建
高新,西北,有,中楼层 (共14层),106103696477,2室1厅,118,精装,62.44㎡,2015年建
锦江,东南,有,高楼层 (共29层),106104293607,3室1厅,196,精装,89.54㎡,2012年建
锦江,东,有,高楼层 (共34层),106104057517,2室1厅,125,精装,74.45㎡,2011年建
成华,东,有,高楼层 (共20层),106103678962,3室1厅,138,精装,82.69㎡,2009年建
武侯,北,有,高楼层 (共17层),106104053833,3室2厅,160,精装,89.19㎡,2009年建
天府新区,南,有,低楼层 (共32层),106104290112,3室2厅,190,精装,89.38㎡,2016年建
锦江,南 北,无,高楼层 (共6层),106103670621,3室1厅,93.6,简装,71.48㎡,1999年建
天府新区,南,有,低楼层 (共24层),106104286756,3室2厅,175,精装,86.05㎡,2012年建
天府新区,西,有,低楼层 (共33层),106104048327,3室2厅,178,毛坯,90.33㎡,2015年建
高新,南 北,有,高楼层 (共31层),106103664179,4室1厅,714,毛坯,189.78㎡,2015年建
天府新区,东,有,中楼层 (共31层),106104283775,3室2厅,172,简装,83.86㎡,未知年建
成华,西,有,中楼层 (共33层),106104047380,3室2厅,172,精装,89.85㎡,2015年建
金牛,东南,无,高楼层 (共6层),106104282087,3室2厅,160,精装,131.21㎡,2001年建
郫都,东南,有,高楼层 (共31层),106104041996,3室2厅,115,精装,109.56㎡,2013年建
成华,西北,有,低楼层 (共22层),106104279675,3室2厅,139,简装,102.23㎡,2008年建
郫都,东南 西南,有,低楼层 (共25层),106104271356,3室1厅,95,精装,80.04㎡,2016年建
成华,东南,有,低楼层 (共32层),106104022459,2室1厅,160,精装,65.28㎡,2010年建
青羊,南,有,中楼层 (共21层),106104269893,3室1厅,125,精装,86.69㎡,2010年建
龙泉驿,南,有,低楼层 (共34层),106104021559,3室1厅,132,简装,89.23㎡,2013年建
青羊,南 北,有,中楼层 (共11层),106104269053,3室2厅,205,简装,113.42㎡,2007年建
高新,南,有,高楼层 (共26层),106104014744,3室2厅,189,简装,118.02㎡,2013年建
郫都,东南,有,低楼层 (共17层),106104254855,3室2厅,135,精装,113.1㎡,2009年建
锦江,南,有,低楼层 (共34层),106104013604,3室1厅,225,简装,88.4㎡,2011年建
简阳,东北 西南,有,中楼层 (共26层),106104250481,2室2厅,88.5,简装,82.59㎡,未知年建
青羊,南,有,中楼层 (共23层),106104241860,3室2厅,159.5,简装,118.42㎡,2008年建
武侯,南,有,中楼层 (共28层),106104001470,3室1厅,245,简装,178㎡,2001年建
龙泉驿,西,有,高楼层 (共32层),106104000664,3室2厅,135,简装,85.41㎡,2016年建
郫都,东南,有,中楼层 (共34层),106104235286,2室1厅,90.8,简装,51.34㎡,2013年建
温江,西北,有,低楼层 (共30层),106104233151,3室2厅,162,精装,137.73㎡,2012年建
天府新区,西南,无,高楼层 (共7层),106103988432,2室2厅,67.8,简装,75.51㎡,未知年建
青羊,东,无,中楼层 (共7层),106103987563,3室2厅,95,简装,82.37㎡,1998年建
郫都,东 东南,有,高楼层 (共25层),106104229901,3室1厅,104,精装,101.48㎡,2012年建
龙泉驿,东南,有,低楼层 (共17层),106103984840,2室2厅,133,简装,94.23㎡,2013年建
青羊,东,有,高楼层 (共11层),106104228067,3室2厅,263.5,简装,121.08㎡,2006年建
天府新区,西,有,中楼层 (共32层),106103976332,3室2厅,185,精装,100.14㎡,2016年建
天府新区,西北,有,高楼层 (共32层),106104224888,3室2厅,150,精装,91.66㎡,2009年建
高新,西北,有,高楼层 (共24层),106104224821,3室2厅,210,精装,138㎡,2008年建
温江,东南,有,高楼层 (共33层),106104427753,4室1厅,174,精装,115.21㎡,2012年建
青羊,西,有,高楼层 (共26层),106104221878,3室1厅,135,精装,89㎡,2010年建
双流,北,有,低楼层 (共16层),106104419502,3室1厅,120,简装,85.39㎡,2014年建
天府新区,东 南,有,高楼层 (共32层),106104212677,4室1厅,370,毛坯,173㎡,2015年建
天府新区,南,有,中楼层 (共33层),106104410911,3室2厅,155,毛坯,75.04㎡,未知年建
青羊,南,有,中楼层 (共28层),106104210415,1室1厅,68,简装,54.57㎡,2003年建
温江,南,有,低楼层 (共31层),106104406110,3室2厅,144.5,精装,110.22㎡,2014年建
高新西,南,有,中楼层 (共29层),106104194061,2室1厅,111,简装,76.69㎡,2017年建
郫都,西南,有,高楼层 (共33层),106104405592,3室1厅,126,简装,86.84㎡,2015年建
天府新区,东 西,有,低楼层 (共33层),106104401019,3室1厅,187,精装,89.89㎡,未知年建
成华,南,无,中楼层 (共6层),106104192405,3室1厅,79,简装,61㎡,1994年建
武侯,西,有,中楼层 (共18层),106104189946,3室1厅,330,精装,140.24㎡,2009年建
天府新区,西,有,低楼层 (共34层),106104399145,3室2厅,190,毛坯,124.44㎡,2010年建
龙泉驿,南,有,中楼层 (共26层),106104399036,3室2厅,140,毛坯,120.6㎡,2015年建
郫都,西南,有,高楼层 (共32层),106104183112,3室2厅,106,精装,88.89㎡,未知年建
金牛,东南 南 北,无,中楼层 (共7层),106104394412,3室2厅,84,简装,75.16㎡,1997年建
金牛,南,有,高楼层 (共20层),106104393876,4室1厅,135,简装,135.92㎡,2007年建
成华,南 西南,有,低楼层 (共18层),106104391943,3室2厅,190,精装,119.56㎡,2007年建
成华,东 西,有,高楼层 (共34层),106104389581,4室2厅,405,毛坯,152.02㎡,2009年建
郫都,西南,有,中楼层 (共26层),106104384461,3室1厅,108,精装,92㎡,2010年建
温江,南,有,低楼层 (共11层),106104372715,3室1厅,150,精装,105.24㎡,2010年建
青羊,南,无,低楼层 (共7层),106104368184,3室2厅,213,精装,133.86㎡,2002年建
天府新区,北,有,低楼层 (共32层),106104365905,4室1厅,255,精装,146.74㎡,2013年建
新都,西北,有,高楼层 (共24层),106104358113,3室2厅,116.8,简装,74.62㎡,2015年建
青羊,南,有,高楼层 (共10层),106104345787,3室2厅,286,精装,138.62㎡,2016年建
金牛,西北,有,高楼层 (共19层),106104341838,3室2厅,149,精装,115.94㎡,2008年建
成华,东南,无,低楼层 (共7层),106104339169,3室2厅,122,简装,124㎡,2002年建
成华,西南,有,高楼层 (共18层),106104337465,2室1厅,99.5,简装,86.54㎡,2009年建
温江,东南,有,中楼层 (共18层),106104337392,3室2厅,160,毛坯,117㎡,2013年建
高新西,东南,有,高楼层 (共29层),106104336214,2室1厅,87,精装,84.04㎡,2016年建
双流,西北,有,中楼层 (共16层),106104336195,3室1厅,126,简装,102.75㎡,未知年建
高新,西南,有,低楼层 (共15层),106104333722,2室1厅,123,精装,84.94㎡,2005年建
武侯,西南,有,低楼层 (共18层),106104332239,1室1厅,80.5,精装,53.06㎡,2008年建
青羊,东南,无,高楼层 (共7层),106104321543,3室1厅,130,简装,81.99㎡,2000年建
高新,东南,有,低楼层 (共32层),106104317441,3室2厅,170,简装,87.69㎡,2014年建
金牛,东南,有,低楼层 (共16层),106104313547,3室2厅,153.8,精装,88.46㎡,2013年建
双流,东南,无,高楼层 (共6层),106101350171,4室2厅,124,毛坯,156.89㎡,2005年建
新都,西南,有,低楼层 (共33层),106101349176,3室2厅,96,毛坯,78.5㎡,2014年建
温江,东北,有,中楼层 (共33层),106101138548,3室1厅,94,毛坯,88.83㎡,2016年建
温江,东南,有,中楼层 (共32层),106101886328,3室2厅,103,简装,87.71㎡,2015年建
天府新区,北,有,中楼层 (共32层),106101160233,2室2厅,155,精装,80.14㎡,2010年建
青羊,东北,有,中楼层 (共16层),106102297683,3室1厅,297.2,精装,120.01㎡,2007年建
成华,东南,有,低楼层 (共33层),106102186343,2室1厅,123,毛坯,68.74㎡,2010年建
武侯,北,无,中楼层 (共7层),106101184842,3室2厅,150,简装,85.77㎡,2003年建
温江,东南,有,低楼层 (共23层),106100932204,3室2厅,100,简装,85.39㎡,2015年建
锦江,南,有,高楼层 (共34层),106102174250,2室1厅,156,精装,79.13㎡,2011年建
成华,西北,有,中楼层 (共28层),106104560032,2室2厅,134,精装,83.91㎡,2010年建
青羊,南 北,有,高楼层 (共30层),106101458545,2室1厅,145,简装,65.96㎡,2003年建
天府新区,东,有,高楼层 (共32层),106101174799,3室2厅,198,精装,111.92㎡,2016年建
郫都,东南,有,低楼层 (共11层),106100976737,3室1厅,106.5,毛坯,128.41㎡,2009年建
郫都,西北,有,中楼层 (共18层),106100789048,2室2厅,102,毛坯,90.31㎡,2011年建
龙泉驿,东北,有,高楼层 (共34层),106105170905,3室1厅,129,精装,87㎡,2015年建
金牛,东南,有,中楼层 (共7层),106105241531,2室1厅,145,简装,81.02㎡,2005年建
龙泉驿,南,有,低楼层 (共18层),106102326917,2室2厅,105,简装,88.7㎡,2016年建
高新,东南,有,中楼层 (共23层),106102166667,2室1厅,94.8,精装,55.69㎡,2011年建
高新,西 西北,有,低楼层 (共32层),106101459011,3室2厅,315,毛坯,207.93㎡,2008年建
高新,南,有,高楼层 (共11层),106101357486,3室2厅,270,简装,143.96㎡,2005年建
双流,南,有,低楼层 (共7层),106101259471,3室2厅,175,毛坯,136㎡,未知年建
成华,西,有,中楼层 (共29层),106101204238,3室1厅,107,简装,59.2㎡,2010年建
天府新区,北,有,中楼层 (共34层),106101090523,3室2厅,212,毛坯,128.73㎡,2010年建
双流,东,有,低楼层 (共13层),106101204144,3室2厅,119,精装,93.52㎡,2014年建
成华,西,有,高楼层 (共26层),106103931237,3室1厅,160,简装,83.14㎡,2010年建
金牛,东北,有,高楼层 (共23层),106100864644,3室1厅,146,精装,110.08㎡,2009年建
锦江,南,有,低楼层 (共33层),106105166906,2室1厅,188,简装,79.64㎡,2010年建
龙泉驿,东北,有,低楼层 (共35层),106104838894,3室2厅,155,精装,86.67㎡,2016年建
武侯,南,无,中楼层 (共7层),106104278238,3室1厅,94,简装,70.34㎡,2000年建
龙泉驿,东南,无,低楼层 (共6层),106104604974,3室2厅,202,精装,100.33㎡,2009年建
锦江,东南,有,中楼层 (共26层),106105245821,2室1厅,170,精装,82.29㎡,2005年建
锦江,西北,有,中楼层 (共30层),106105171687,3室1厅,197,简装,87.82㎡,未知年建
双流,东南,有,高楼层 (共20层),106105143763,3室2厅,135,精装,92.86㎡,未知年建
新都,南 北,有,中楼层 (共14层),106104939205,3室1厅,130,精装,97.62㎡,2014年建
